description,prix,code,marque,date
Plat d’accompagnement aux pâtes Raffaello crèmeuses à l’ail,Ensembles pour pâtes,1.0,20321430012_EA,Knorr,2019-07-16 14:39
Dinner original,Ensembles pour pâtes,1.0,20087831_EA,Kraft,2019-07-16 14:39
Plat d’accompagnement aux pâtes trois fromages Sidekicks,Ensembles pour pâtes,1.0,20321430018_EA,Knorr,2019-07-16 14:39
Plat d'accompagnement aux pâtes Fettucine Alfredo Knorr Sidekicks 133g,Ensembles pour pâtes,1.0,20321430001_EA,Knorr,2019-07-16 14:39
Plat d’accompagnement aux pâtes Beurre à l’ail avec citron SidesKicks,Ensembles pour pâtes,1.0,20321430035_EA,Knorr,2019-07-16 14:39
Pâtes au cheddar et chipotle,Ensembles pour pâtes,1.0,20854621_EA,Lipton,2019-07-16 14:39
Plat d’accompagnement aux pâtes Fusilli au poulet crémeux Sidekicks,Ensembles pour pâtes,1.0,20321430017_EA,Knorr,2019-07-16 14:39
Plat d’accompagnement aux pâtes crème sure et ciboulette Knorr Sidekicks 120g,Ensembles pour pâtes,1.0,20321430006_EA,Knorr,2019-07-16 14:39
Plat d’accompagnement aux pâtes Beurre et fines herbes Sidekicks,Ensembles pour pâtes,1.0,20321430007_EA,Knorr,2019-07-16 14:39
Plat d’accompagnement au riz et vermicelli Champignons campagnards Sidekicks,Ensembles pour pâtes,1.0,20321430014_EA,Knorr,2019-07-16 14:39
Plat d’accompagnement aux pâtes Pesto et parmesan Knorr Sidekicks,Ensembles pour pâtes,1.0,20321430020_EA,Knorr,2019-07-16 14:39
Plat d’accompagnement aux pâtes cheddar blanc et brocoli Sidekicks,Ensembles pour pâtes,1.0,20321430029_EA,Knorr,2019-07-16 14:39
Plat d’accompagnement aux pâtes Nouilles au miel et à l’ail Knorr Sidekicks,Ensembles pour pâtes,1.0,20321430023_EA,Knorr,2019-07-16 14:39
Trempette au fromage et épinards,Ensembles pour pâtes,1.0,20854888_EA,Lipton,2019-07-16 14:39
Plat d’accompagnement aux pâtes Poulet Sidekicks,Ensembles pour pâtes,1.0,20321430005_EA,Knorr,2019-07-16 14:39
Plat d’accompagnement au riz et vermicelli Poulet jardinière Knorr Sidekicks 133g,Ensembles pour pâtes,1.0,20321430010_EA,Knorr,2019-07-16 14:39
Plat d’accompagnement aux pâtes Alfredo rosée Knorr Sidekicks,Ensembles pour pâtes,1.0,20321430008_EA,Knorr,2019-07-16 14:39
Macaroni au fromage à saveur originale,Ensembles pour pâtes,1.78,20298547001_EA,Kraft,2019-07-16 14:39
Salade de macaroni,Ensembles pour pâtes,2.0,20976367_EA,Kraft,2019-07-16 14:39
Macaroni au fromage Cheddar fort,Ensembles pour pâtes,2.0,20323050004_EA,Kraft,2019-07-16 14:39
KD Organic, spirales et cheddar,Ensembles pour pâtes,2.0,21082292_EA,Kraft,2019-07-16 14:39
Dinner spirales,Ensembles pour pâtes,2.0,20740396_EA,Kraft,2019-07-16 14:39
Macaroni au fromage extra-crémeux Dinner,Ensembles pour pâtes,2.0,20323050001_EA,Kraft,2019-07-16 14:39
Macaroni au fromage Trois fromages,Ensembles pour pâtes,2.0,20323050005_EA,Kraft,2019-07-16 14:39
Dinner macaroni au cheddar blanc,Ensembles pour pâtes,2.0,20323050003_EA,Kraft,2019-07-16 14:39
Riz à grains longs et riz sauvage aux fines herbes prêt à servir,Ensembles pour pâtes,2.28,20157709001_EA,Minute Rice,2019-07-16 14:39
Coquilles au cheddar blanc,Ensembles pour pâtes,2.28,20316187001_EA,Annies,2019-07-16 14:39
Couscous,Ensembles pour pâtes,2.49,20147076001_EA,le Choix du Président,2019-07-16 14:39
Couscous de blé entier,Ensembles pour pâtes,2.49,20147076002_EA,le Choix du Président,2019-07-16 14:39
Selects, macaroni au fromage avec pâtes Volanti et maïs sucré,Ensembles pour pâtes,2.68,21081264_EA,Knorr,2019-07-16 14:39
Selects Plat d'Accompagnement Pâtes Cavatappi au Cheddar Blanc et Brocoli,Ensembles pour pâtes,2.68,21081262_EA,Knorr,2019-07-16 14:39
Selects, pâtes sans gluten au beurre brun et à la sauge,Ensembles pour pâtes,2.68,21081258_EA,Knorr,2019-07-16 14:39
Risotto aux champignons sauvages Splendido,Ensembles pour pâtes,2.88,20311043001_EA,le Choix du Président,2019-07-16 14:39
Risotto aux quatre fromages Splendido,Ensembles pour pâtes,2.88,20311043002_EA,le Choix du Président,2019-07-16 14:39
Macaroni au fromage Kraft Dinner à saveur originale en paquet de 4,Ensembles pour pâtes,4.78,20681161_EA,Kraft,2019-07-16 14:39
Macaroni au fromage,Ensembles pour pâtes,6.48,20303793_EA,sans nom,2019-07-16 14:39
Macaroni au fromage à saveur originale,Ensembles pour pâtes,16.98,20169482_EA,Kraft,2019-07-16 14:39
mélange d'assaisonnement piquant pour taco,Ensembles et mélanges mexicains,1.28,20433172_EA,le Choix du Président,2019-07-16 14:39
mélange d'assaisonnement pour chili,Ensembles et mélanges mexicains,1.28,20315428003_EA,le Choix du Président,2019-07-16 14:39
mélange d'assaisonnement tex-mex pour taco,Ensembles et mélanges mexicains,1.28,20078711001_EA,le Choix du Président,2019-07-16 14:39
mélange d'assaisonnement pour taco,Ensembles et mélanges mexicains,1.28,20315428001_EA,le Choix du Président,2019-07-16 14:39
mélange d'assaisonnement pour fajita,Ensembles et mélanges mexicains,1.28,20315428002_EA,le Choix du Président,2019-07-16 14:39
Assaisonnement pour tacos,Ensembles et mélanges mexicains,1.39,20801021_EA,Club House,2019-07-16 14:39
Assaisonnement à taco, Fiesta sensée,Ensembles et mélanges mexicains,1.48,21049497_EA,Old El Paso,2019-07-16 14:39
Mélange d'Assaisonnements Taco Doux,Ensembles et mélanges mexicains,1.48,21049505_EA,Old El Paso,2019-07-16 14:39
Assaisonnement à taco, Piquant et épicé,Ensembles et mélanges mexicains,1.48,21049548_EA,Old El Paso,2019-07-16 14:39
Assaisonnement à taco,Ensembles et mélanges mexicains,1.48,21049495_EA,Old El Paso,2019-07-16 14:39
Mélange d'Assaisonnements Taco au Poulet,Ensembles et mélanges mexicains,1.48,21049525_EA,Old El Paso,2019-07-16 14:39
Mélange d’épices à fajita,Ensembles et mélanges mexicains,1.48,21049482_EA,Old El Paso,2019-07-16 14:39
Fiesta Sensée Mélange d'Assaisonnements Fajita,Ensembles et mélanges mexicains,1.48,21049529_EA,Old El Paso,2019-07-16 14:39
Coquilles à taco,Ensembles et mélanges mexicains,2.0,20038688_EA,le Choix du Président,2019-07-16 14:39
Tortillas grains entiers grand,Ensembles et mélanges mexicains,2.5,20585467_EA,le Choix du Président,2019-07-16 14:39
Tortillas farine grande,Ensembles et mélanges mexicains,2.5,20119200_EA,le Choix du Président,2019-07-16 14:39
Tortillas à grains entiers,Ensembles et mélanges mexicains,2.5,20585463_EA,le Choix du Président,2019-07-16 14:39
Tortillas de farine moyennes,Ensembles et mélanges mexicains,2.5,20300456_EA,le Choix du Président,2019-07-16 14:39
Haricots frits avec piments verts,Ensembles et mélanges mexicains,2.78,20303890002_EA,sans nom,2019-07-16 14:39
Coquilles à tacos,Ensembles et mélanges mexicains,2.98,20306992002_EA,Old El Paso,2019-07-16 14:39
Grandes tortillas de farine,Ensembles et mélanges mexicains,2.98,20314171001_EA,Old El Paso,2019-07-16 14:39
Tortillas de farine moyennes,Ensembles et mélanges mexicains,2.98,20314171002_EA,Old El Paso,2019-07-16 14:39
Mini bol de tortilla,Ensembles et mélanges mexicains,2.98,20961408_EA,Old El Paso,2019-07-16 14:39
Bols de tortillas souples,Ensembles et mélanges mexicains,2.98,20819773_EA,Old El Paso,2019-07-16 14:39
Tortillas Fiesta sens‚e,Ensembles et mélanges mexicains,2.98,20314171003_EA,Old El Paso,2019-07-16 14:39
Bols tortillas, grains entiers,Ensembles et mélanges mexicains,2.98,20971187_EA,Old El Paso,2019-07-16 14:39
Coquilles à tacos tout plat tout plein,Ensembles et mélanges mexicains,2.98,20306992001_EA,Old El Paso,2019-07-16 14:39
Tout Plat, Tout Plein avec un Soupçon de Lime 10 Coquilles Croustillantes,Ensembles et mélanges mexicains,3.48,21106564_EA,Old El Paso,2019-07-16 14:39
Coquilles à tacos tout plat tout plein Explosion ranch,Ensembles et mélanges mexicains,3.48,20897621_EA,Old El Paso,2019-07-16 14:39
Haricots frits avec piments verts,Ensembles et mélanges mexicains,3.58,20063108002_EA,Old El Paso,2019-07-16 14:39
Trousse à tacos souples,Ensembles et mélanges mexicains,3.59,20295845001_EA,le Choix du Président,2019-07-16 14:39
Ensemble repas pour fajitas,Ensembles et mélanges mexicains,3.59,20295845002_EA,le Choix du Président,2019-07-16 14:39
Sauce à tacos douce,Ensembles et mélanges mexicains,3.68,20142052001_EA,Old El Paso,2019-07-16 14:39
Coquilles à tacos,Ensembles et mélanges mexicains,3.98,20320178001_EA,Old El Paso,2019-07-16 14:39
Ensemble à tacos tout plat tout plein,Ensembles et mélanges mexicains,4.28,20795320_EA,Old El Paso,2019-07-16 14:39
Ensemble à tacos,Ensembles et mélanges mexicains,4.28,20795534_EA,Old El Paso,2019-07-16 14:39
Trousse à tacos souples,Ensembles et mélanges mexicains,4.28,20795536_EA,Old El Paso,2019-07-16 14:39
Ensemble à burritos,Ensembles et mélanges mexicains,4.28,20250477004_EA,Old El Paso,2019-07-16 14:39
Ensemble à tacos rigides extra doux,Ensembles et mélanges mexicains,4.28,20250477006_EA,Old El Paso,2019-07-16 14:39
Ensemble de bols de tortilla,Ensembles et mélanges mexicains,4.28,21049547_EA,Old El Paso,2019-07-16 14:39
Ensemble repas pour fajitas,Ensembles et mélanges mexicains,4.28,20795300_EA,Old El Paso,2019-07-16 14:39
trempette au fromage salsa con queso,Ensembles et mélanges mexicains,4.38,20005283_EA,le Choix du Président,2019-07-16 14:39
Assaisonnement pour tacos mélange original,Ensembles et mélanges mexicains,7.98,21164502_EA,Old El Paso,2019-07-16 14:39
Sauce à l’ananas,Ensembles et mélanges indiens,2.48,20010496_EA,sans nom,2019-07-16 14:39
Sauce de cuisson pour 2 tandoori,Ensembles et mélanges indiens,3.0,20770681_EA,Pataks,2019-07-16 14:39
Sauce de cuisson pour 2 tikka masala,Ensembles et mélanges indiens,3.0,20770706_EA,Pataks,2019-07-16 14:39
Sauce pour deux poulet au beurre,Ensembles et mélanges indiens,3.0,20770660_EA,Pataks,2019-07-16 14:39
sauce de cuisson pour poulet au beurrel,Ensembles et mélanges indiens,3.0,20325428001_EA,le Choix du Président,2019-07-16 14:39
Sauce aux prunes,Ensembles et mélanges indiens,3.18,20052738_EA,sans nom Format Club,2019-07-16 14:39
Sauce pour mijoté - Cari jaune  ,Ensembles et mélanges indiens,3.48,20188538_EA,VH,2019-07-16 14:39
Sauce pour mijoté - poulet au beurre  ,Ensembles et mélanges indiens,3.48,20300643001_EA,VH,2019-07-16 14:39
Sauce au cari douce,Ensembles et mélanges indiens,3.98,20306818004_EA,Pataks,2019-07-16 14:39
Sauce pour poulet beurre piquant,Ensembles et mélanges indiens,3.98,20675802_EA,Pataks,2019-07-16 14:39
Sauce poulet au beurre,Ensembles et mélanges indiens,3.98,20217180002_EA,Pataks,2019-07-16 14:39
Sauce de cuisson tikka masala,Ensembles et mélanges indiens,3.98,20306818001_EA,Pataks,2019-07-16 14:39
Pâte de cari, tandoori,Ensembles et mélanges indiens,5.49,20307057004_EA,Pataks,2019-07-16 14:39
Pâte de cari Madras,Ensembles et mélanges indiens,5.49,20307057007_EA,Pataks,2019-07-16 14:39
Vermicelles de Riz Kongmoon,Pâtes,0.98,20967204_EA,Rooster,2019-07-16 14:39
Pâtes pennette rigate,Pâtes,1.0,20300431008_EA,Barilla,2019-07-16 14:39
Macaroni coupé,Pâtes,1.0,20300431003_EA,Barilla,2019-07-16 14:39
Rigatoni,Pâtes,1.0,20721046002_EA,Barilla,2019-07-16 14:39
Pâtes rotini,Pâtes,1.0,20721046003_EA,Barilla,2019-07-16 14:39
Pâtes farfalle,Pâtes,1.0,20721046001_EA,Barilla,2019-07-16 14:39
Spaghettoni,Pâtes,1.0,20001492003_EA,Barilla,2019-07-16 14:39
Pâtes cavatappi,Pâtes,1.0,20315613009_EA,sans nom,2019-07-16 14:39
Spaghetti,Pâtes,1.0,20315613002_EA,sans nom,2019-07-16 14:39
Petites coquilles,Pâtes,1.0,20315613005_EA,sans nom,2019-07-16 14:39
Linguine,Pâtes,1.0,20001492004_EA,Barilla,2019-07-16 14:39
Spaghettini,Pâtes,1.0,20001492002_EA,Barilla,2019-07-16 14:39
Pâtes, macaroni,Pâtes,1.0,20315613003_EA,sans nom,2019-07-16 14:39
Coquilles moyennes,Pâtes,1.0,20756965_EA,Barilla,2019-07-16 14:39
Spaghettini,Pâtes,1.0,20315613001_EA,sans nom,2019-07-16 14:39
Fusilli,Pâtes,1.0,20315613010_EA,sans nom,2019-07-16 14:39
Fettuccine,Pâtes,1.0,20756994_EA,Barilla,2019-07-16 14:39
Pâtes fettuccine,Pâtes,1.0,20315613007_EA,sans nom,2019-07-16 14:39
Spaghetti,Pâtes,1.0,20001492001_EA,Barilla,2019-07-16 14:39
Pâtes rotini,Pâtes,1.0,20315613004_EA,sans nom,2019-07-16 14:39
Pâtes penne rigate,Pâtes,1.0,20315613006_EA,sans nom,2019-07-16 14:39
Pâtes ditali,Pâtes,1.0,20300431004_EA,Barilla,2019-07-16 14:39
pâtes astro cosmos,Pâtes,1.49,21024196_EA,le Choix du Président,2019-07-16 14:39
pâtes sous la mer,Pâtes,1.49,21024192_EA,le Choix du Président,2019-07-16 14:39
pâtes animaux du zoo,Pâtes,1.49,21024197_EA,le Choix du Président,2019-07-16 14:39
Pâtes rotini de blé entier Moisson Santé,Pâtes,1.67,20299819008_EA,Catelli,2019-07-16 14:39
Macaroni de blé entier Moisson Santé,Pâtes,1.67,20299819001_EA,Catelli,2019-07-16 14:39
Pâtes penne rigate Smart,Pâtes,1.67,20527264_EA,Catelli,2019-07-16 14:39
Spaghetti Smart,Pâtes,1.67,20527060_EA,Catelli,2019-07-16 14:39
Fusilli Grains anciens,Pâtes,1.67,20945171_EA,Catelli,2019-07-16 14:39
Spaghettini aux tomates séchées au soleil et au basilic Bistro,Pâtes,1.67,20299819003_EA,Catelli,2019-07-16 14:39
Pâtes aux légumes penne rigate tricolores Bistro,Pâtes,1.67,20299819005_EA,Catelli,2019-07-16 14:39
Spaghetti aux légumes Smart,Pâtes,1.67,20945000_EA,Catelli,2019-07-16 14:39
Spaghetti multigrains Moisson Santé,Pâtes,1.67,20312623003_EA,Catelli,2019-07-16 14:39
Boucles Smart,Pâtes,1.67,20599224_EA,Catelli,2019-07-16 14:39
Spaghettini Smart,Pâtes,1.67,20527268_EA,Catelli,2019-07-16 14:39
Fusillis tricolores aux légumes Bistro,Pâtes,1.67,20299819007_EA,Catelli,2019-07-16 14:39
Rotini Smart,Pâtes,1.67,20527265_EA,Catelli,2019-07-16 14:39
Macaroni Smart aux légumes,Pâtes,1.67,20944913_EA,Catelli,2019-07-16 14:39
Spaghetti aux légumes Smart,Pâtes,1.67,20944947_EA,Catelli,2019-07-16 14:39
Spaghetti de blé entier Moisson Santé,Pâtes,1.67,20312623001_EA,Catelli,2019-07-16 14:39
Pâtes penne de blé entier Moisson Santé,Pâtes,1.67,20299819009_EA,Catelli,2019-07-16 14:39
Vermicelles Smart,Pâtes,1.67,20598467_EA,Catelli,2019-07-16 14:39
Linguine Smart,Pâtes,1.67,20527267_EA,Catelli,2019-07-16 14:39
Macaroni Smart,Pâtes,1.67,20527266_EA,Catelli,2019-07-16 14:39
Pâtes aux légumes arc-en-ciel tricolores Bistro,Pâtes,1.67,20299819002_EA,Catelli,2019-07-16 14:39
Rotini aux légumes Bistro,Pâtes,1.67,20299819006_EA,Catelli,2019-07-16 14:39
Linguine de blé entier Moisson Santé,Pâtes,1.67,20312623002_EA,Catelli,2019-07-16 14:39
Pois cassés, jaunes,Fèves séchées,1.88,20298039_EA,Clic,2019-07-16 14:39
Orge mondé,Fèves séchées,1.98,20983245_EA,Cedar,2019-07-16 14:39
Lentilles rouges,Fèves séchées,1.98,20306651_EA,Clic,2019-07-16 14:39
Petits haricots ronds blancs,Fèves séchées,2.0,20143160_EA,None,2019-07-16 14:39
Feuilles d’algues grillées Nori pour sushi,Fèves séchées,2.38,20703060_EA,T&T,2019-07-16 14:39
Haricots pinto,Fèves séchées,2.38,20304401_EA,Clic,2019-07-16 14:39
Lentilles vertes Eston,Fèves séchées,2.48,20299291_EA,Clic,2019-07-16 14:39
Lentilles brunes,Fèves séchées,2.48,20307015_EA,Clic,2019-07-16 14:39
Haricots rouges, petits,Fèves séchées,2.48,20125770_EA,Clic,2019-07-16 14:39
Lentilles vertes Laird,Fèves séchées,2.48,20319656_EA,Clic,2019-07-16 14:39
Haricots noirs,Fèves séchées,2.48,20322134_EA,Clic,2019-07-16 14:39
Pois chiches,Fèves séchées,2.48,20312891_EA,Clic,2019-07-16 14:39
Haricots Northern,Fèves séchées,2.68,20311975_EA,Clic,2019-07-16 14:39
Haricots, rouges foncés,Fèves séchées,2.68,20312131_EA,Clic,2019-07-16 14:39
Al Wadi Moghrabieh,Fèves séchées,2.98,20826932_EA,Al wadi,2019-07-16 14:39
Lentilles rouges biologiques,Fèves séchées,2.98,21154457_EA,le Choix du Président,2019-07-16 14:39
Pois verts fendus biologiques,Fèves séchées,2.98,21154428_EA,le Choix du Président,2019-07-16 14:39
Petits haricots blancs,Fèves séchées,2.98,21154432_EA,le Choix du Président,2019-07-16 14:39
Haricots rouges biologiques,Fèves séchées,2.98,21154436_EA,le Choix du Président,2019-07-16 14:39
Pois jaunes cass�s biologiques,Fèves séchées,2.98,21154434_EA,le Choix du Président,2019-07-16 14:39
Haricots romains Menu bleu,Fèves séchées,3.0,20629631_EA,le Choix du Président,2019-07-16 14:39
Lentilles vertes,Fèves séchées,3.0,20629679_EA,le Choix du Président,2019-07-16 14:39
Haricots noirs,Fèves séchées,3.0,20629153_EA,le Choix du Président,2019-07-16 14:39
Haricots rouges pour chili Menu bleu,Fèves séchées,3.0,20629872_EA,le Choix du Président,2019-07-16 14:39
M�lange de haricots,Fèves séchées,3.0,21173922_EA,le Choix du Président,2019-07-16 14:39
haricots rougesleu – s,Fèves séchées,3.0,20629494_EA,le Choix du Président,2019-07-16 14:39
Pois verts cassés Menu bleu,Fèves séchées,3.0,20629219_EA,le Choix du Président,2019-07-16 14:39
Pois jaunes cassés,Fèves séchées,3.0,20629676_EA,le Choix du Président,2019-07-16 14:39
lentilles rouges casséesleu – sèc,Fèves séchées,3.0,20629496_EA,le Choix du Président,2019-07-16 14:39
Fèves gourganes, grosses,Fèves séchées,5.28,20124706_EA,Clic,2019-07-16 14:39
Haricots de Lima, jumbo,Fèves séchées,8.48,20845024_EA,Clic,2019-07-16 14:39
Quinoa grains entiers,Quinoa,3.98,20707421002_EA,Casbah,2019-07-16 14:39
quinoa doré et noir,Quinoa,3.98,20437121_EA,le Choix du Président,2019-07-16 14:39
Quinoa,Quinoa,3.98,20338208_EA,le Choix du Président,2019-07-16 14:39
Riz printanier instantané,Riz,1.58,20325219007_EA,Riz Dainty,2019-07-16 14:39
Riz sauvage à grains longs avec herbes,Riz,1.58,20744820_EA,Riz Dainty,2019-07-16 14:39
Riz pilaf instantané,Riz,1.58,20325219004_EA,Riz Dainty,2019-07-16 14:39
Huile d’olive à l’ail rôti,Riz,1.58,20744761_EA,Riz Dainty,2019-07-16 14:39
Riz Cuit à la Mexicaine,Riz,1.58,20325219006_EA,Riz Dainty,2019-07-16 14:39
Riz Brun avec Blé, Seigle, Quinoa, Avoine et Orge 2 Coupes x (250 g),Riz,2.28,21046642_EA,Minute Rice,2019-07-16 14:39
Riz mélange de légumes Prêt à servir,Riz,2.28,20110052005_EA,Minute Rice,2019-07-16 14:39
Riz au jasmin,Riz,2.28,20944993_EA,Minute Rice,2019-07-16 14:39
Quinoa Blanc et Rouge 2 Coupes x (250 g),Riz,2.28,21046643_EA,Minute Rice,2019-07-16 14:39
Riz à l’orientale Prêt à servir,Riz,2.28,20110052004_EA,Minute Rice,2019-07-16 14:39
